go,https://news.ycombinator.com,,1,632ms
go,https://bbc.co.uk,,1,143ms
go,https://cnn.com,,1,148ms
go,https://www.foxnews.com/,,1,155ms
go,https://hckrnews.com/,,1,494ms
go,https://www.theverge.com/,,1,80ms
go,https://www.reuters.com/,,1,151ms
go,https://www.wired.co.uk/topic/technology,,1,71ms
go,https://en.wikipedia.org/wiki/India,,1,150ms
go,https://news.ycombinator.com,a,228,630ms
go,https://bbc.co.uk,a,111,159ms
go,https://cnn.com,a,229,213ms
go,https://www.foxnews.com/,a,839,129ms
go,https://hckrnews.com/,a,399,496ms
go,https://www.theverge.com/,a,338,77ms
go,https://www.reuters.com/,a,204,114ms
go,https://www.wired.co.uk/topic/technology,a,50,82ms
go,https://en.wikipedia.org/wiki/India,a,5292,182ms
go,https://news.ycombinator.com,div,29,628ms
go,https://bbc.co.uk,div,289,149ms
go,https://cnn.com,div,78,140ms
go,https://www.foxnews.com/,div,860,121ms
go,https://hckrnews.com/,div,10,488ms
go,https://www.theverge.com/,div,334,79ms
go,https://www.reuters.com/,div,278,129ms
go,https://www.wired.co.uk/topic/technology,div,124,71ms
go,https://en.wikipedia.org/wiki/India,div,574,158ms
go,https://news.ycombinator.com,span,181,634ms
go,https://bbc.co.uk,span,300,189ms
go,https://cnn.com,span,7,171ms
go,https://www.foxnews.com/,span,388,155ms
go,https://hckrnews.com/,span,567,489ms
go,https://www.theverge.com/,span,412,82ms
go,https://www.reuters.com/,span,74,132ms
go,https://www.wired.co.uk/topic/technology,span,65,72ms
go,https://en.wikipedia.org/wiki/India,span,2132,159ms
go,https://news.ycombinator.com,p,0,642ms
go,https://bbc.co.uk,p,2,145ms
go,https://cnn.com,p,0,150ms
go,https://www.foxnews.com/,p,35,158ms
go,https://hckrnews.com/,p,188,480ms
go,https://www.theverge.com/,p,13,87ms
go,https://www.reuters.com/,p,10,5190ms
go,https://www.wired.co.uk/topic/technology,p,15,75ms
go,https://en.wikipedia.org/wiki/India,p,95,152ms
go,https://news.ycombinator.com,,1,639ms
go,https://bbc.co.uk,,1,154ms
go,https://cnn.com,,1,159ms
go,https://www.foxnews.com/,,1,115ms
go,https://hckrnews.com/,,1,489ms
go,https://www.theverge.com/,,1,76ms
go,https://www.reuters.com/,,1,132ms
go,https://www.wired.co.uk/topic/technology,,1,77ms
go,https://en.wikipedia.org/wiki/India,,1,158ms
go,https://news.ycombinator.com,a,228,635ms
go,https://bbc.co.uk,a,111,144ms
go,https://cnn.com,a,229,147ms
go,https://www.foxnews.com/,a,839,124ms
go,https://hckrnews.com/,a,399,496ms
go,https://www.theverge.com/,a,338,81ms
go,https://www.reuters.com/,a,204,128ms
go,https://www.wired.co.uk/topic/technology,a,50,79ms
go,https://en.wikipedia.org/wiki/India,a,5292,155ms
go,https://news.ycombinator.com,div,29,629ms
go,https://bbc.co.uk,div,289,161ms
go,https://cnn.com,div,78,138ms
go,https://www.foxnews.com/,div,860,145ms
go,https://hckrnews.com/,div,10,488ms
go,https://www.theverge.com/,div,334,79ms
go,https://www.reuters.com/,div,278,138ms
go,https://www.wired.co.uk/topic/technology,div,124,71ms
go,https://en.wikipedia.org/wiki/India,div,574,149ms
go,https://news.ycombinator.com,span,181,639ms
go,https://bbc.co.uk,span,300,143ms
go,https://cnn.com,span,7,134ms
go,https://www.foxnews.com/,span,388,138ms
go,https://hckrnews.com/,span,567,491ms
go,https://www.theverge.com/,span,412,79ms
go,https://www.reuters.com/,span,74,134ms
go,https://www.wired.co.uk/topic/technology,span,65,75ms
go,https://en.wikipedia.org/wiki/India,span,2132,184ms
go,https://news.ycombinator.com,p,0,634ms
go,https://bbc.co.uk,p,2,155ms
go,https://cnn.com,p,0,153ms
go,https://www.foxnews.com/,p,35,304ms
go,https://hckrnews.com/,p,188,551ms
go,https://www.theverge.com/,p,13,78ms
go,https://www.reuters.com/,p,10,124ms
go,https://www.wired.co.uk/topic/technology,p,15,69ms
go,https://en.wikipedia.org/wiki/India,p,95,154ms
go,https://news.ycombinator.com,,1,632ms
go,https://bbc.co.uk,,1,164ms
go,https://cnn.com,,1,140ms
go,https://www.foxnews.com/,,1,141ms
go,https://hckrnews.com/,,1,486ms
go,https://www.theverge.com/,,1,80ms
go,https://www.reuters.com/,,1,136ms
go,https://www.wired.co.uk/topic/technology,,1,68ms
go,https://en.wikipedia.org/wiki/India,,1,150ms
go,https://news.ycombinator.com,a,228,635ms
go,https://bbc.co.uk,a,111,155ms
go,https://cnn.com,a,229,137ms
go,https://www.foxnews.com/,a,839,118ms
go,https://hckrnews.com/,a,399,493ms
go,https://www.theverge.com/,a,338,72ms
go,https://www.reuters.com/,a,204,128ms
go,https://www.wired.co.uk/topic/technology,a,50,75ms
go,https://en.wikipedia.org/wiki/India,a,5292,157ms
go,https://news.ycombinator.com,div,29,638ms
go,https://bbc.co.uk,div,289,148ms
go,https://cnn.com,div,78,153ms
go,https://www.foxnews.com/,div,860,129ms
go,https://hckrnews.com/,div,10,493ms
go,https://www.theverge.com/,div,334,82ms
go,https://www.reuters.com/,div,278,125ms
go,https://www.wired.co.uk/topic/technology,div,124,73ms
go,https://en.wikipedia.org/wiki/India,div,574,161ms
go,https://news.ycombinator.com,span,181,637ms
go,https://bbc.co.uk,span,300,156ms
go,https://cnn.com,span,7,146ms
go,https://www.foxnews.com/,span,388,131ms
go,https://hckrnews.com/,span,567,487ms
go,https://www.theverge.com/,span,412,80ms
go,https://www.reuters.com/,span,74,142ms
go,https://www.wired.co.uk/topic/technology,span,65,67ms
go,https://en.wikipedia.org/wiki/India,span,2132,135ms
go,https://news.ycombinator.com,p,0,639ms
go,https://bbc.co.uk,p,2,151ms
go,https://cnn.com,p,0,143ms
go,https://www.foxnews.com/,p,35,114ms
go,https://hckrnews.com/,p,188,483ms
go,https://www.theverge.com/,p,13,83ms
go,https://www.reuters.com/,p,10,123ms
go,https://www.wired.co.uk/topic/technology,p,15,70ms
go,https://en.wikipedia.org/wiki/India,p,95,153ms
go,https://news.ycombinator.com,,1,627ms
go,https://bbc.co.uk,,1,141ms
go,https://cnn.com,,1,138ms
go,https://www.foxnews.com/,,1,148ms
go,https://hckrnews.com/,,1,480ms
go,https://www.theverge.com/,,1,89ms
go,https://www.reuters.com/,,1,128ms
go,https://www.wired.co.uk/topic/technology,,1,70ms
go,https://en.wikipedia.org/wiki/India,,1,150ms
go,https://news.ycombinator.com,a,228,625ms
go,https://bbc.co.uk,a,111,143ms
go,https://cnn.com,a,229,139ms
go,https://www.foxnews.com/,a,839,115ms
go,https://hckrnews.com/,a,399,487ms
go,https://www.theverge.com/,a,338,81ms
go,https://www.reuters.com/,a,204,131ms
go,https://www.wired.co.uk/topic/technology,a,50,71ms
go,https://en.wikipedia.org/wiki/India,a,5292,157ms
go,https://news.ycombinator.com,div,29,633ms
go,https://bbc.co.uk,div,289,143ms
go,https://cnn.com,div,78,148ms
go,https://www.foxnews.com/,div,860,142ms
go,https://hckrnews.com/,div,10,479ms
go,https://www.theverge.com/,div,334,82ms
go,https://www.reuters.com/,div,278,126ms
go,https://www.wired.co.uk/topic/technology,div,124,70ms
go,https://en.wikipedia.org/wiki/India,div,574,154ms
go,https://news.ycombinator.com,span,181,635ms
